Giver,Receiver,Year,Type,Points
AL,GE,2017,SF1,1.0
AL,GE,2016,F,0.0
AL,GE,2016,SF2,0.0
AL,GE,2015,F,0.0
AL,GE,2015,SF1,4.0
AL,GE,2013,F,0.0
AL,GE,2013,SF2,0.0
AL,GE,2011,F,0.0
AL,GE,2011,SF1,0.0
AL,GE,2010,F,0.0
AL,GE,2008,F,0.0
AL,GE,2008,SF2,0.0
AL,GE,2007,F,0.0
AL,GE,2007,SF,0.0
AD,GE,2008,F,0.0
AD,GE,2007,F,0.0
AD,GE,2007,SF,0.0
AM,GE,2023,SF2,12.0
AM,GE,2017,SF1,14.0
AM,GE,2016,F,18.0
AM,GE,2015,F,10.0
AM,GE,2015,SF1,12.0
AM,GE,2013,F,10.0
AM,GE,2013,SF2,12.0
AM,GE,2011,F,10.0
AM,GE,2011,SF1,8.0
AM,GE,2010,F,12.0
AM,GE,2010,SF2,12.0
AM,GE,2008,F,10.0
AM,GE,2007,F,5.0
AM,GE,2007,SF,8.0
AU,GE,2023,SF2,1.0
AU,GE,2022,SF2,2.0
AU,GE,2019,SF1,5.0
AU,GE,2018,SF2,0.0
AU,GE,2017,SF1,0.0
AU,GE,2016,F,0.0
AU,GE,2016,SF2,0.0
AU,GE,2015,F,1.0
AU,GE,2015,SF1,7.0
AT,GE,2023,SF2,
AT,GE,2021,SF2,0.0
AT,GE,2016,F,0.0
AT,GE,2015,F,0.0
AT,GE,2015,SF1,2.0
AT,GE,2014,SF2,0.0
AT,GE,2013,F,0.0
AT,GE,2011,F,0.0
AT,GE,2007,F,0.0
AT,GE,2007,SF,0.0
AZ,GE,2022,SF2,0.0
AZ,GE,2017,SF1,18.0
AZ,GE,2016,F,1.0
AZ,GE,2015,F,10.0
AZ,GE,2013,F,10.0
AZ,GE,2013,SF2,10.0
AZ,GE,2011,F,10.0
AZ,GE,2011,SF1,8.0
AZ,GE,2010,F,8.0
AZ,GE,2010,SF2,10.0
AZ,GE,2008,F,4.0
BY,GE,2019,SF1,11.0
BY,GE,2016,F,0.0
BY,GE,2016,SF2,4.0
BY,GE,2015,F,3.0
BY,GE,2015,SF1,10.0
BY,GE,2014,SF2,5.0
BY,GE,2013,F,0.0
BY,GE,2012,SF2,6.0
BY,GE,2011,F,12.0
BY,GE,2010,F,7.0
BY,GE,2008,F,6.0
BY,GE,2008,SF2,10.0
BY,GE,2007,F,6.0
BY,GE,2007,SF,8.0
BE,GE,2023,SF2,
BE,GE,2022,SF2,0.0
BE,GE,2019,SF1,0.0
BE,GE,2017,SF1,3.0
BE,GE,2016,F,7.0
BE,GE,2016,SF2,8.0
BE,GE,2015,F,1.0
BE,GE,2015,SF1,2.0
BE,GE,2013,F,0.0
BE,GE,2011,F,0.0
BE,GE,2010,F,4.0
BE,GE,2008,F,0.0
BE,GE,2007,F,6.0
BE,GE,2007,SF,1.0
BA,GE,2016,F,0.0
BA,GE,2012,SF2,0.0
BA,GE,2011,F,0.0
BA,GE,2010,F,4.0
BA,GE,2008,F,0.0
BA,GE,2007,F,1.0
BA,GE,2007,SF,0.0
BG,GE,2021,SF2,3.0
BG,GE,2016,F,3.0
BG,GE,2016,SF2,7.0
BG,GE,2013,F,0.0
BG,GE,2013,SF2,3.0
BG,GE,2012,SF2,0.0
BG,GE,2011,F,1.0
BG,GE,2010,F,6.0
BG,GE,2010,SF2,10.0
BG,GE,2008,F,0.0
BG,GE,2008,SF2,4.0
BG,GE,2007,F,0.0
BG,GE,2007,SF,3.0
HR,GE,2016,F,0.0
HR,GE,2013,F,0.0
HR,GE,2012,SF2,0.0
HR,GE,2011,F,0.0
HR,GE,2011,SF1,0.0
HR,GE,2010,F,7.0
HR,GE,2010,SF2,7.0
HR,GE,2008,F,0.0
HR,GE,2008,SF2,0.0
HR,GE,2007,F,2.0
HR,GE,2007,SF,0.0
CY,GE,2023,SF2,
CY,GE,2022,SF2,0.0
CY,GE,2019,SF1,17.0
CY,GE,2017,SF1,1.0
CY,GE,2016,F,0.0
CY,GE,2015,F,0.0
CY,GE,2013,F,0.0
CY,GE,2011,F,0.0
CY,GE,2010,F,5.0
CY,GE,2010,SF2,7.0
CY,GE,2008,F,7.0
CY,GE,2008,SF2,12.0
CY,GE,2007,F,1.0
CY,GE,2007,SF,7.0
CZ,GE,2022,SF2,5.0
CZ,GE,2021,SF2,0.0
CZ,GE,2019,SF1,1.0
CZ,GE,2017,SF1,0.0
CZ,GE,2016,F,0.0
CZ,GE,2015,F,4.0
CZ,GE,2008,F,4.0
CZ,GE,2008,SF2,8.0
CZ,GE,2007,F,1.0
CZ,GE,2007,SF,0.0
DK,GE,2023,SF2,
DK,GE,2021,SF2,1.0
DK,GE,2018,SF2,0.0
DK,GE,2016,F,0.0
DK,GE,2016,SF2,0.0
DK,GE,2015,F,0.0
DK,GE,2015,SF1,5.0
DK,GE,2013,F,0.0
DK,GE,2011,F,0.0
DK,GE,2010,F,0.0
DK,GE,2010,SF2,0.0
DK,GE,2008,F,0.0
DK,GE,2008,SF2,0.0
DK,GE,2007,F,0.0
DK,GE,2007,SF,0.0
EE,GE,2023,SF2,1.0
EE,GE,2022,SF2,4.0
EE,GE,2021,SF2,3.0
EE,GE,2019,SF1,0.0
EE,GE,2016,F,0.0
EE,GE,2015,F,1.0
EE,GE,2015,SF1,6.0
EE,GE,2013,F,0.0
EE,GE,2012,SF2,4.0
EE,GE,2011,F,3.0
EE,GE,2010,F,8.0
EE,GE,2008,F,5.0
EE,GE,2007,F,5.0
EE,GE,2007,SF,10.0
FI,GE,2022,SF2,2.0
FI,GE,2021,SF2,0.0
FI,GE,2019,SF1,0.0
FI,GE,2017,SF1,3.0
FI,GE,2016,F,0.0
FI,GE,2015,F,0.0
FI,GE,2015,SF1,5.0
FI,GE,2014,SF2,0.0
FI,GE,2013,F,0.0
FI,GE,2013,SF2,0.0
FI,GE,2011,F,0.0
FI,GE,2011,SF1,1.0
FI,GE,2010,F,0.0
FI,GE,2008,F,0.0
FI,GE,2007,F,7.0
FI,GE,2007,SF,4.0
FR,GE,2021,SF2,0.0
FR,GE,2019,SF1,6.0
FR,GE,2018,SF2,0.0
FR,GE,2016,F,0.0
FR,GE,2015,F,0.0
FR,GE,2015,SF1,0.0
FR,GE,2013,F,0.0
FR,GE,2013,SF2,0.0
FR,GE,2012,SF2,0.0
FR,GE,2011,F,0.0
FR,GE,2010,F,0.0
FR,GE,2008,F,0.0
FR,GE,2008,SF2,0.0
FR,GE,2007,F,0.0
FR,GE,2007,SF,4.0
DE,GE,2022,SF2,3.0
DE,GE,2018,SF2,0.0
DE,GE,2016,F,8.0
DE,GE,2016,SF2,15.0
DE,GE,2015,F,0.0
DE,GE,2014,SF2,1.0
DE,GE,2013,F,0.0
DE,GE,2013,SF2,0.0
DE,GE,2012,SF2,0.0
DE,GE,2011,F,0.0
DE,GE,2010,F,0.0
DE,GE,2008,F,0.0
DE,GE,2007,F,0.0
DE,GE,2007,SF,0.0
GR,GE,2023,SF2,7.0
GR,GE,2021,SF2,0.0
GR,GE,2019,SF1,10.0
GR,GE,2017,SF1,10.0
GR,GE,2016,F,5.0
GR,GE,2015,F,2.0
GR,GE,2015,SF1,8.0
GR,GE,2014,SF2,1.0
GR,GE,2013,F,5.0
GR,GE,2013,SF2,6.0
GR,GE,2011,F,8.0
GR,GE,2011,SF1,10.0
GR,GE,2010,F,5.0
GR,GE,2008,F,4.0
GR,GE,2007,F,3.0
GR,GE,2007,SF,6.0
HU,GE,2019,SF1,2.0
HU,GE,2018,SF2,1.0
HU,GE,2016,F,0.0
HU,GE,2015,F,3.0
HU,GE,2015,SF1,6.0
HU,GE,2013,F,0.0
HU,GE,2013,SF2,4.0
HU,GE,2011,F,5.0
HU,GE,2011,SF1,1.0
HU,GE,2008,F,0.0
HU,GE,2008,SF2,2.0
HU,GE,2007,F,2.0
HU,GE,2007,SF,0.0
IS,GE,2023,SF2,
IS,GE,2021,SF2,0.0
IS,GE,2019,SF1,0.0
IS,GE,2017,SF1,7.0
IS,GE,2016,F,0.0
IS,GE,2015,F,0.0
IS,GE,2013,F,0.0
IS,GE,2013,SF2,4.0
IS,GE,2011,F,0.0
IS,GE,2011,SF1,0.0
IS,GE,2010,F,2.0
IS,GE,2008,F,0.0
IS,GE,2008,SF2,2.0
IS,GE,2007,F,0.0
IS,GE,2007,SF,0.0
IE,GE,2022,SF2,0.0
IE,GE,2016,F,0.0
IE,GE,2016,SF2,1.0
IE,GE,2015,F,0.0
IE,GE,2014,SF2,0.0
IE,GE,2013,F,0.0
IE,GE,2011,F,0.0
IE,GE,2010,F,5.0
IE,GE,2010,SF2,7.0
IE,GE,2008,F,0.0
IE,GE,2007,F,1.0
IE,GE,2007,SF,0.0
IL,GE,2022,SF2,5.0
IL,GE,2019,SF1,7.0
IL,GE,2016,F,0.0
IL,GE,2016,SF2,5.0
IL,GE,2015,F,0.0
IL,GE,2014,SF2,0.0
IL,GE,2013,F,0.0
IL,GE,2013,SF2,7.0
IL,GE,2011,F,2.0
IL,GE,2010,F,5.0
IL,GE,2010,SF2,6.0
IL,GE,2008,F,2.0
IL,GE,2007,F,6.0
IL,GE,2007,SF,8.0
IT,GE,2018,SF2,0.0
IT,GE,2017,SF1,4.0
IT,GE,2016,F,6.0
IT,GE,2016,SF2,7.0
IT,GE,2015,F,0.0
IT,GE,2014,SF2,0.0
IT,GE,2013,F,0.0
IT,GE,2011,F,0.0
LV,GE,2021,SF2,3.0
LV,GE,2018,SF2,7.0
LV,GE,2017,SF1,0.0
LV,GE,2016,F,2.0
LV,GE,2016,SF2,11.0
LV,GE,2015,F,0.0
LV,GE,2013,F,0.0
LV,GE,2013,SF2,4.0
LV,GE,2011,F,0.0
LV,GE,2010,F,0.0
LV,GE,2008,F,8.0
LV,GE,2008,SF2,10.0
LV,GE,2007,F,6.0
LV,GE,2007,SF,7.0
LT,GE,2023,SF2,3.0
LT,GE,2016,F,14.0
LT,GE,2016,SF2,18.0
LT,GE,2015,F,6.0
LT,GE,2014,SF2,6.0
LT,GE,2013,F,8.0
LT,GE,2012,SF2,12.0
LT,GE,2011,F,12.0
LT,GE,2011,SF1,12.0
LT,GE,2010,F,12.0
LT,GE,2010,SF2,12.0
LT,GE,2008,F,5.0
LT,GE,2008,SF2,10.0
LT,GE,2007,F,12.0
LT,GE,2007,SF,8.0
MT,GE,2022,SF2,1.0
MT,GE,2018,SF2,0.0
MT,GE,2016,F,0.0
MT,GE,2015,F,0.0
MT,GE,2014,SF2,2.0
MT,GE,2013,F,0.0
MT,GE,2013,SF2,4.0
MT,GE,2012,SF2,0.0
MT,GE,2011,F,0.0
MT,GE,2011,SF1,8.0
MT,GE,2010,F,0.0
MT,GE,2008,F,5.0
MT,GE,2008,SF2,10.0
MT,GE,2007,F,0.0
MT,GE,2007,SF,0.0
MD,GE,2021,SF2,0.0
MD,GE,2018,SF2,0.0
MD,GE,2017,SF1,7.0
MD,GE,2016,F,0.0
MD,GE,2015,F,5.0
MD,GE,2015,SF1,10.0
MD,GE,2013,F,3.0
MD,GE,2011,F,7.0
MD,GE,2010,F,5.0
MD,GE,2008,F,3.0
MD,GE,2007,F,4.0
MD,GE,2007,SF,8.0
ME,GE,2022,SF2,0.0
ME,GE,2019,SF1,2.0
ME,GE,2018,SF2,0.0
ME,GE,2017,SF1,0.0
ME,GE,2016,F,0.0
ME,GE,2015,F,0.0
ME,GE,2013,F,2.0
ME,GE,2008,F,0.0
ME,GE,2007,F,0.0
ME,GE,2007,SF,0.0
NL,GE,2018,SF2,0.0
NL,GE,2016,F,0.0
NL,GE,2015,F,0.0
NL,GE,2015,SF1,1.0
NL,GE,2013,F,0.0
NL,GE,2012,SF2,0.0
NL,GE,2011,F,0.0
NL,GE,2010,F,0.0
NL,GE,2010,SF2,5.0
NL,GE,2008,F,0.0
NL,GE,2007,F,2.0
NL,GE,2007,SF,5.0
MK,GE,2022,SF2,0.0
MK,GE,2016,F,0.0
MK,GE,2016,SF2,1.0
MK,GE,2015,F,0.0
MK,GE,2015,SF1,3.0
MK,GE,2014,SF2,0.0
MK,GE,2013,F,0.0
MK,GE,2013,SF2,4.0
MK,GE,2012,SF2,0.0
MK,GE,2011,F,0.0
MK,GE,2010,F,5.0
MK,GE,2008,F,0.0
MK,GE,2008,SF2,2.0
MK,GE,2007,F,0.0
MK,GE,2007,SF,0.0
NO,GE,2018,SF2,0.0
NO,GE,2016,F,0.0
NO,GE,2016,SF2,1.0
NO,GE,2015,F,0.0
NO,GE,2014,SF2,0.0
NO,GE,2013,F,0.0
NO,GE,2013,SF2,0.0
NO,GE,2012,SF2,0.0
NO,GE,2011,F,0.0
NO,GE,2011,SF1,0.0
NO,GE,2010,F,1.0
NO,GE,2010,SF2,0.0
NO,GE,2008,F,0.0
NO,GE,2007,F,0.0
NO,GE,2007,SF,0.0
PL,GE,2023,SF2,1.0
PL,GE,2022,SF2,0.0
PL,GE,2021,SF2,3.0
PL,GE,2019,SF1,0.0
PL,GE,2018,SF2,0.0
PL,GE,2017,SF1,10.0
PL,GE,2016,F,8.0
PL,GE,2016,SF2,14.0
PL,GE,2015,F,0.0
PL,GE,2014,SF2,0.0
PL,GE,2011,F,7.0
PL,GE,2011,SF1,5.0
PL,GE,2010,F,4.0
PL,GE,2008,F,0.0
PL,GE,2007,F,5.0
PL,GE,2007,SF,3.0
PT,GE,2021,SF2,3.0
PT,GE,2019,SF1,0.0
PT,GE,2017,SF1,9.0
PT,GE,2015,F,0.0
PT,GE,2012,SF2,1.0
PT,GE,2011,F,0.0
PT,GE,2011,SF1,0.0
PT,GE,2010,F,0.0
PT,GE,2008,F,1.0
PT,GE,2008,SF2,7.0
PT,GE,2007,F,0.0
PT,GE,2007,SF,0.0
RO,GE,2023,SF2,2.0
RO,GE,2022,SF2,0.0
RO,GE,2018,SF2,0.0
RO,GE,2015,F,0.0
RO,GE,2015,SF1,4.0
RO,GE,2014,SF2,0.0
RO,GE,2013,F,0.0
RO,GE,2013,SF2,0.0
RO,GE,2011,F,0.0
RO,GE,2010,F,0.0
RO,GE,2010,SF2,2.0
RO,GE,2008,F,0.0
RO,GE,2007,F,0.0
RO,GE,2007,SF,0.0
RU,GE,2018,SF2,3.0
RU,GE,2016,F,5.0
RU,GE,2015,F,5.0
RU,GE,2015,SF1,7.0
RU,GE,2013,F,5.0
RU,GE,2011,F,6.0
RU,GE,2011,SF1,5.0
RU,GE,2010,F,10.0
RU,GE,2008,F,7.0
RU,GE,2007,F,7.0
RU,GE,2007,SF,10.0
SM,GE,2023,SF2,3.0
SM,GE,2022,SF2,0.0
SM,GE,2021,SF2,0.0
SM,GE,2019,SF1,1.0
SM,GE,2018,SF2,0.0
SM,GE,2016,F,6.0
SM,GE,2015,F,0.0
SM,GE,2013,F,0.0
SM,GE,2013,SF2,1.0
SM,GE,2011,F,7.0
SM,GE,2011,SF1,2.0
SM,GE,2008,F,0.0
RS,GE,2022,SF2,0.0
RS,GE,2021,SF2,0.0
RS,GE,2019,SF1,0.0
RS,GE,2018,SF2,0.0
RS,GE,2016,F,0.0
RS,GE,2016,SF2,5.0
RS,GE,2015,F,0.0
RS,GE,2015,SF1,1.0
RS,GE,2013,F,0.0
RS,GE,2012,SF2,0.0
RS,GE,2011,F,0.0
RS,GE,2011,SF1,4.0
RS,GE,2010,F,0.0
RS,GE,2008,F,0.0
RS,GE,2008,SF2,7.0
RS,GE,2007,F,0.0
RS,GE,2007,SF,0.0
SK,GE,2012,SF2,0.0
SK,GE,2011,F,0.0
SK,GE,2010,F,0.0
SI,GE,2023,SF2,
SI,GE,2019,SF1,0.0
SI,GE,2018,SF2,0.0
SI,GE,2017,SF1,5.0
SI,GE,2016,F,0.0
SI,GE,2016,SF2,1.0
SI,GE,2015,F,0.0
SI,GE,2014,SF2,0.0
SI,GE,2013,F,0.0
SI,GE,2012,SF2,0.0
SI,GE,2011,F,0.0
SI,GE,2010,F,1.0
SI,GE,2010,SF2,7.0
SI,GE,2008,F,0.0
SI,GE,2007,F,2.0
SI,GE,2007,SF,0.0
ES,GE,2023,SF2,
ES,GE,2022,SF2,0.0
ES,GE,2021,SF2,0.0
ES,GE,2019,SF1,0.0
ES,GE,2017,SF1,0.0
ES,GE,2016,F,0.0
ES,GE,2015,F,0.0
ES,GE,2015,SF1,5.0
ES,GE,2013,F,0.0
ES,GE,2013,SF2,4.0
ES,GE,2011,F,0.0
ES,GE,2011,SF1,0.0
ES,GE,2010,F,1.0
ES,GE,2008,F,0.0
ES,GE,2007,F,0.0
ES,GE,2007,SF,3.0
SE,GE,2022,SF2,0.0
SE,GE,2018,SF2,0.0
SE,GE,2017,SF1,6.0
SE,GE,2016,F,0.0
SE,GE,2015,F,0.0
SE,GE,2013,F,0.0
SE,GE,2012,SF2,0.0
SE,GE,2011,F,0.0
SE,GE,2010,F,6.0
SE,GE,2010,SF2,2.0
SE,GE,2008,F,0.0
SE,GE,2008,SF2,1.0
SE,GE,2007,F,0.0
SE,GE,2007,SF,0.0
CH,GE,2021,SF2,0.0
CH,GE,2016,F,0.0
CH,GE,2016,SF2,0.0
CH,GE,2015,F,0.0
CH,GE,2014,SF2,0.0
CH,GE,2013,F,0.0
CH,GE,2013,SF2,0.0
CH,GE,2011,F,0.0
CH,GE,2011,SF1,0.0
CH,GE,2010,F,1.0
CH,GE,2010,SF2,1.0
CH,GE,2008,F,0.0
CH,GE,2008,SF2,0.0
CH,GE,2007,F,0.0
CH,GE,2007,SF,0.0
TR,GE,2012,SF2,3.0
TR,GE,2011,F,8.0
TR,GE,2011,SF1,10.0
TR,GE,2010,F,5.0
TR,GE,2010,SF2,10.0
TR,GE,2008,F,4.0
TR,GE,2008,SF2,10.0
TR,GE,2007,F,5.0
TR,GE,2007,SF,10.0
UA,GE,2023,SF2,2.0
UA,GE,2018,SF2,13.0
UA,GE,2016,F,9.0
UA,GE,2016,SF2,12.0
UA,GE,2013,F,7.0
UA,GE,2012,SF2,10.0
UA,GE,2011,F,12.0
UA,GE,2010,F,7.0
UA,GE,2010,SF2,7.0
UA,GE,2008,F,8.0
UA,GE,2008,SF2,12.0
UA,GE,2007,F,8.0
UA,GE,2007,SF,10.0
GB,GE,2023,SF2,
GB,GE,2022,SF2,0.0
GB,GE,2021,SF2,0.0
GB,GE,2017,SF1,1.0
GB,GE,2016,F,12.0
GB,GE,2016,SF2,13.0
GB,GE,2015,F,0.0
GB,GE,2014,SF2,0.0
GB,GE,2013,F,0.0
GB,GE,2012,SF2,0.0
GB,GE,2011,F,0.0
GB,GE,2011,SF1,0.0
GB,GE,2010,F,0.0
GB,GE,2010,SF2,1.0
GB,GE,2008,F,0.0
GB,GE,2008,SF2,0.0
GB,GE,2007,F,0.0
GB,GE,2007,SF,0.0
AL,DE,2023,F,0.0
AL,DE,2022,F,0.0
AL,DE,2021,F,0.0
AL,DE,2019,F,0.0
AL,DE,2018,F,14.0
AL,DE,2017,F,0.0
AL,DE,2016,F,0.0
AL,DE,2015,F,0.0
AL,DE,2014,F,4.0
AL,DE,2013,F,3.0
AL,DE,2012,F,2.0
AL,DE,2011,F,0.0
AL,DE,2010,F,10.0
AL,DE,2009,F,3.0
AL,DE,2008,F,0.0
AL,DE,2007,F,6.0
AL,DE,2006,F,5.0
AL,DE,2005,F,0.0
AL,DE,2004,F,2.0
AD,DE,2009,F,0.0
AD,DE,2008,F,0.0
AD,DE,2007,F,5.0
AD,DE,2006,F,0.0
AD,DE,2005,F,0.0
AD,DE,2004,F,0.0
AM,DE,2023,F,0.0
AM,DE,2022,F,0.0
AM,DE,2019,F,0.0
AM,DE,2018,F,5.0
AM,DE,2017,F,0.0
AM,DE,2016,F,0.0
AM,DE,2015,F,0.0
AM,DE,2014,F,6.0
AM,DE,2013,F,0.0
AM,DE,2011,F,0.0
AM,DE,2010,F,0.0
AM,DE,2009,F,0.0
AM,DE,2008,F,0.0
AM,DE,2007,F,0.0
AM,DE,2006,F,0.0
AU,DE,2023,F,0.0
AU,DE,2022,F,0.0
AU,DE,2021,F,0.0
AU,DE,2019,F,3.0
AU,DE,2018,F,12.0
AU,DE,2017,F,0.0
AU,DE,2016,F,0.0
AU,DE,2015,F,0.0
AT,DE,2023,F,6.0
AT,DE,2022,F,2.0
AT,DE,2021,F,2.0
AT,DE,2019,F,0.0
AT,DE,2018,F,16.0
AT,DE,2017,F,0.0
AT,DE,2016,F,2.0
AT,DE,2015,F,0.0
AT,DE,2014,F,0.0
AT,DE,2013,F,6.0
AT,DE,2012,F,4.0
AT,DE,2011,F,10.0
AT,DE,2007,F,7.0
AT,DE,2005,F,0.0
AT,DE,2004,F,10.0
AT,DE,2003,,1.0
AT,DE,2002,,1.0
AT,DE,2000,,12.0
AT,DE,1999,,10.0
AT,DE,1997,,3.0
AT,DE,1995,,0.0
AT,DE,1994,,2.0
AT,DE,1993,,0.0
AT,DE,1992,,0.0
AT,DE,1991,,0.0
AT,DE,1990,,3.0
AT,DE,1989,,0.0
AT,DE,1988,,0.0
AT,DE,1987,,10.0
AT,DE,1986,,8.0
AT,DE,1985,,0.0
AT,DE,1984,,1.0
AT,DE,1983,,7.0
AT,DE,1982,,1.0
AT,DE,1981,,5.0
AT,DE,1980,,8.0
AT,DE,1979,,0.0
AT,DE,1978,,0.0
AT,DE,1977,,2.0
AT,DE,1976,,0.0
AT,DE,1972,,5.0
AT,DE,1971,,6.0
AT,DE,1968,,0.0
AT,DE,1967,,0.0
AT,DE,1966,,0.0
AT,DE,1965,,0.0
AT,DE,1964,,0.0
AT,DE,1963,,0.0
AT,DE,1962,,0.0
AT,DE,1961,,1.0
AT,DE,1960,,2.0
AT,DE,1959,,0.0
AT,DE,1958,,1.0
AT,DE,1957,,0.0
AZ,DE,2023,F,0.0
AZ,DE,2022,F,0.0
AZ,DE,2021,F,0.0
AZ,DE,2019,F,0.0
AZ,DE,2018,F,5.0
AZ,DE,2017,F,0.0
AZ,DE,2016,F,0.0
AZ,DE,2015,F,0.0
AZ,DE,2014,F,0.0
AZ,DE,2013,F,0.0
AZ,DE,2012,F,0.0
AZ,DE,2011,F,0.0
AZ,DE,2010,F,1.0
AZ,DE,2009,F,0.0
AZ,DE,2008,F,0.0
BY,DE,2019,F,0.0
BY,DE,2018,F,0.0
BY,DE,2017,F,0.0
BY,DE,2016,F,0.0
BY,DE,2015,F,0.0
BY,DE,2014,F,0.0
BY,DE,2013,F,0.0
BY,DE,2012,F,0.0
BY,DE,2011,F,8.0
BY,DE,2010,F,0.0
BY,DE,2009,F,0.0
BY,DE,2008,F,0.0
BY,DE,2007,F,0.0
BY,DE,2006,F,0.0
BY,DE,2005,F,0.0
BY,DE,2004,F,0.0
BE,DE,2023,F,0.0
BE,DE,2022,F,0.0
BE,DE,2021,F,0.0
BE,DE,2019,F,0.0
BE,DE,2018,F,7.0
BE,DE,2017,F,0.0
BE,DE,2016,F,0.0
BE,DE,2015,F,0.0
BE,DE,2014,F,0.0
BE,DE,2013,F,0.0
BE,DE,2012,F,0.0
BE,DE,2011,F,5.0
BE,DE,2010,F,10.0
BE,DE,2009,F,2.0
BE,DE,2008,F,0.0
BE,DE,2007,F,0.0
BE,DE,2006,F,1.0
BE,DE,2005,F,0.0
BE,DE,2004,F,0.0
BE,DE,2003,,0.0
BE,DE,2002,,0.0
BE,DE,2000,,6.0
BE,DE,1999,,10.0
BE,DE,1998,,7.0
BE,DE,1995,,0.0
BE,DE,1993,,0.0
BE,DE,1992,,6.0
BE,DE,1991,,0.0
BE,DE,1990,,6.0
BE,DE,1989,,5.0
BE,DE,1988,,0.0
BE,DE,1987,,10.0
BE,DE,1986,,7.0
BE,DE,1985,,10.0
BE,DE,1984,,6.0
BE,DE,1983,,6.0
BE,DE,1982,,10.0
BE,DE,1981,,10.0
BE,DE,1980,,7.0
BE,DE,1979,,4.0
BE,DE,1978,,5.0
BE,DE,1977,,0.0
BE,DE,1976,,1.0
BE,DE,1975,,0.0
BE,DE,1974,,1.0
BE,DE,1973,,5.0
BE,DE,1972,,7.0
BE,DE,1971,,7.0
BE,DE,1970,,0.0
BE,DE,1969,,1.0
BE,DE,1968,,0.0
BE,DE,1967,,1.0
BE,DE,1966,,1.0
BE,DE,1965,,0.0
BE,DE,1964,,0.0
BE,DE,1963,,0.0
BE,DE,1962,,0.0
BE,DE,1961,,0.0
BE,DE,1960,,2.0
BE,DE,1959,,1.0
BE,DE,1958,,1.0
BE,DE,1957,,1.0
BA,DE,2016,F,0.0
BA,DE,2012,F,0.0
BA,DE,2011,F,3.0
BA,DE,2010,F,8.0
BA,DE,2009,F,2.0
BA,DE,2008,F,0.0
BA,DE,2007,F,0.0
BA,DE,2006,F,0.0
BA,DE,2005,F,0.0
BA,DE,2004,F,3.0
BA,DE,2003,,0.0
BA,DE,2002,,0.0
BA,DE,2001,,0.0
BA,DE,1999,,10.0
BA,DE,1997,,0.0
BA,DE,1995,,0.0
BA,DE,1994,,7.0
BA,DE,1993,,0.0
BG,DE,2022,F,0.0
BG,DE,2021,F,0.0
BG,DE,2018,F,6.0
BG,DE,2017,F,0.0
BG,DE,2016,F,0.0
BG,DE,2013,F,0.0
BG,DE,2012,F,0.0
BG,DE,2011,F,0.0
BG,DE,2010,F,3.0
BG,DE,2009,F,0.0
BG,DE,2008,F,12.0
BG,DE,2007,F,0.0
BG,DE,2006,F,0.0
BG,DE,2005,F,0.0
HR,DE,2023,F,0.0
HR,DE,2022,F,0.0
HR,DE,2021,F,0.0
HR,DE,2019,F,0.0
HR,DE,2018,F,3.0
HR,DE,2017,F,0.0
HR,DE,2016,F,0.0
HR,DE,2013,F,0.0
HR,DE,2012,F,4.0
HR,DE,2011,F,1.0
HR,DE,2010,F,6.0
HR,DE,2009,F,0.0
HR,DE,2008,F,0.0
HR,DE,2007,F,0.0
HR,DE,2006,F,0.0
HR,DE,2005,F,0.0
HR,DE,2004,F,1.0
HR,DE,2003,,0.0
HR,DE,2002,,0.0
HR,DE,2001,,1.0
HR,DE,2000,,1.0
HR,DE,1999,,3.0
HR,DE,1998,,0.0
HR,DE,1997,,5.0
HR,DE,1995,,0.0
HR,DE,1994,,10.0
HR,DE,1993,,0.0
CY,DE,2023,F,0.0
CY,DE,2022,F,0.0
CY,DE,2021,F,0.0
CY,DE,2019,F,0.0
CY,DE,2018,F,3.0
CY,DE,2017,F,0.0
CY,DE,2016,F,0.0
CY,DE,2015,F,0.0
CY,DE,2013,F,0.0
CY,DE,2012,F,0.0
CY,DE,2011,F,0.0
CY,DE,2010,F,4.0
CY,DE,2009,F,0.0
CY,DE,2008,F,0.0
CY,DE,2007,F,0.0
CY,DE,2006,F,0.0
CY,DE,2005,F,0.0
CY,DE,2004,F,0.0
CY,DE,2003,,0.0
CY,DE,2002,,0.0
CY,DE,2000,,0.0
CY,DE,1999,,0.0
CY,DE,1998,,0.0
CY,DE,1997,,0.0
CY,DE,1995,,0.0
CY,DE,1994,,6.0
CY,DE,1993,,0.0
CY,DE,1992,,0.0
CY,DE,1991,,3.0
CY,DE,1990,,0.0
CY,DE,1989,,1.0
CY,DE,1987,,6.0
CY,DE,1986,,0.0
CY,DE,1985,,12.0
CY,DE,1984,,0.0
CY,DE,1983,,0.0
CY,DE,1982,,12.0
CY,DE,1981,,8.0
CZ,DE,2023,F,1.0
CZ,DE,2022,F,0.0
CZ,DE,2021,F,0.0
CZ,DE,2019,F,0.0
CZ,DE,2018,F,3.0
CZ,DE,2017,F,0.0
CZ,DE,2016,F,0.0
CZ,DE,2015,F,0.0
CZ,DE,2009,F,0.0
CZ,DE,2008,F,0.0
CZ,DE,2007,F,0.0
DK,DE,2023,F,0.0
DK,DE,2022,F,0.0
DK,DE,2021,F,0.0
DK,DE,2019,F,8.0
DK,DE,2018,F,24.0
DK,DE,2017,F,0.0
DK,DE,2016,F,0.0
